date,team_1,team_2,team_1_goals,team_2_goals,tournament,is_team_1_home,is_team_2_home,is_neutral,team_1_betfair_odds,draw_betfair_odds,team_2_betfair_odds,year,month,match_id,result,tournament_cat,team_1_fifa,team_2_fifa,game_id,team_1_result,team_2_result,team_1_goals_against,team_2_goals_against,k_val,team_1_elo,team_2_elo,team_1_elo_prob,last_10_result_team_1,last_10_goals_team_1,last_10_goals_against_team_1,world_cup_wins_team_1,world_cup_games_team_1,last_10_result_team_2,last_10_goals_team_2,last_10_goals_against_team_2,world_cup_wins_team_2,world_cup_games_team_2
1999-09-07,Brazil,Argentina,4,2,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,635,win,Friendly,838,717,635,1,0,2,4,20,1747.3234726080316,1549.0281647254315,0.8477582536693069,0.8,2.9,1.1,0,0,0.45,1.3,1.4,0,0
1999-09-08,Andorra,Russia,1,2,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,636,lose,Euro Qualifiers,177,642,636,0,1,2,1,40,1343.5243850262882,1571.7065638931003,0.32346879267056494,0,0.3,2.9,0,0,0.75,2.1,1.1,0,0
1999-09-08,Armenia,France,2,3,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,637,lose,Euro Qualifiers,405,766,637,0,1,3,2,40,1406.3284860216659,1577.8269251147906,0.3985337827923364,0.15,0.4,1.8,0,0,0.8,1.4,0.5,0,0
1999-09-08,Czech Republic,Bosnia-Herzegovina,3,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,638,win,Euro Qualifiers,772,411,638,1,0,0,3,40,1680.1405608129744,1447.3787030443038,0.8716392788686892,0.8,2.1,0.7,0,0,0.3,1.1,1.8,0,0
1999-09-08,Estonia,Scotland,0,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,639,draw,Euro Qualifiers,451,606,639,0.5,0.5,0,0,40,1461.8617561938727,1538.506784358432,0.5335599727155359,0.55,1.4,1.3,0,0,NA,NA,NA,0,0
1999-09-08,Faroe Islands,Lithuania,0,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,640,lose,Euro Qualifiers,341,543,640,0,1,1,0,40,1399.5283912548512,1424.734142484755,0.6060050686803965,NA,NA,NA,0,0,0.4,1,1.6,0,0
1999-09-08,Georgia,Latvia,2,2,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,641,draw,Euro Qualifiers,493,493,641,0.5,0.5,2,2,40,1383.7670364158412,1484.4437804961888,0.49902608821219435,0.2,0.9,1.8,0,0,0.3,0.8,1.7,0,0
1999-09-08,Germany,Northern Ireland,4,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,642,win,Euro Qualifiers,735,456,642,1,0,0,4,40,1573.0053855957137,1418.6262970916619,0.8121930893894413,0.65,2.2,1.2,0,0,0.35,0.5,1.7,0,0
1999-09-08,Hungary,Azerbaijan,3,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,643,win,Euro Qualifiers,547,386,643,1,0,0,3,40,1487.5048231096634,1394.7168498890335,0.7520874945704763,0.55,1.3,0.6,0,0,0.25,1,2.9,0,0
1999-09-08,Iceland,Ukraine,0,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,644,lose,Euro Qualifiers,536,615,644,0,1,1,0,40,1589.8875972752382,1574.46862934724,0.6602492124915372,0.75,1.4,0.5,0,0,0.75,1.2,0.2,0,0
1999-09-08,Israel,San Marino,8,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,645,win,Euro Qualifiers,618,187,645,1,0,0,8,40,1573.0001658201174,1318.266949279034,0.8851376323374233,0.7,3.1,0.6,0,0,NA,NA,NA,0,0
1999-09-08,Italy,Denmark,2,3,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,646,lose,Euro Qualifiers,714,661,646,0,1,3,2,40,1579.836113453622,1524.443002497148,0.7098209589032242,0.65,1.5,0.7,0,0,0.65,1.3,0.9,0,0
1999-09-08,Jamaica,USA,2,2,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,647,draw,Friendly,547,621,647,0.5,0.5,2,2,20,1458.6778326731705,1603.186856503909,0.4362944854935895,0.3,1,2.1,0,0,0.7,1.4,0.6,0,0
1999-09-08,Japan,Iran,1,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,648,draw,Friendly,533,534,648,0.5,0.5,1,1,20,1436.693915353833,1511.5420657232473,0.5361333217208486,NA,NA,NA,0,0,NA,NA,NA,0,0
1999-09-08,Luxembourg,Sweden,0,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,649,lose,Euro Qualifiers,269,667,649,0,1,1,0,40,1350.040310609311,1594.770082746753,0.30298333003722056,NA,NA,NA,0,0,0.8,0.9,0.3,0,0
1999-09-08,Macedonia,Serbia,2,4,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,650,lose,Euro Qualifiers,471,733,650,0,1,4,2,40,1469.1713569432263,1568.7894459350257,0.5005496139000916,NA,NA,NA,0,0,0.65,1.8,1,0,0
1999-09-08,Malta,Ireland,2,3,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,651,lose,Euro Qualifiers,290,576,651,0,1,3,2,40,1307.9986071959954,1539.4056385249826,0.3194197491177401,0.1,0.8,2.5,0,0,0.7,1.7,0.6,0,0
1999-09-08,Moldova,Turkey,1,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,652,draw,Euro Qualifiers,398,576,652,0.5,0.5,1,1,40,1439.252663285678,1591.7858442041736,0.4249695936059257,0.35,1,1.8,0,0,NA,NA,NA,0,0
1999-09-08,Norway,Slovenia,4,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,653,win,Euro Qualifiers,712,522,653,1,0,0,4,40,1627.1283229371531,1573.4895847476002,0.7077364201553389,0.9,2.4,0.5,0,0,0.7,1.7,1,0,0
1999-09-08,Poland,England,0,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,654,draw,Euro Qualifiers,595,683,654,0.5,0.5,0,0,40,1566.2635303546654,1562.51344558361,0.6450231190740904,0.5,1,1.1,0,0,0.65,1.6,0.5,0,0
1999-09-08,Romania,Portugal,1,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,655,draw,Euro Qualifiers,709,671,655,0.5,0.5,1,1,40,1637.4886884892783,1647.0038249124461,0.6273518206351989,0.75,1.8,0.6,0,0,0.8,3.1,0.2,0,0
1999-09-08,Slovakia,Liechtenstein,2,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,656,win,Euro Qualifiers,620,256,656,1,0,0,2,40,1490.2536384653026,1353.6820370629944,0.7960546229794855,0.5,0.8,1.1,0,0,0.2,0.2,3.6,0,0
1999-09-08,Spain,Cyprus,8,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,657,win,Euro Qualifiers,757,467,657,1,0,0,8,40,1660.7113590668341,1499.71311878697,0.8179361225728299,0.95,4.5,0.6,0,0,0.55,1.7,2.4,0,0
1999-09-08,Switzerland,Belarus,2,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,658,win,Euro Qualifiers,516,378,658,1,0,0,2,40,1503.2696028959206,1423.3973322480526,0.7379668771057608,0.6,1.3,1.1,0,0,0.15,0.6,1.5,0,0
1999-09-08,Trinidad and Tobago,Colombia,4,3,Friendly,FALSE,FALSE,TRUE,NA,NA,NA,1999,9,659,win,Friendly,554,619,659,1,0,3,4,20,1522.0968714122475,1560.6538280193631,0.44473875217549697,NA,NA,NA,0,0,0.5,1.9,1.6,0,0
1999-09-08,Uruguay,Venezuela,2,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,660,win,Friendly,557,340,660,1,0,0,2,20,1477.1274748450426,1384.0139948278675,0.7524366970680272,NA,NA,NA,0,0,0.35,0.8,2.1,0,0
1999-09-08,Zambia,Saudi Arabia,0,0,Friendly,FALSE,FALSE,TRUE,NA,NA,NA,1999,9,661,draw,Friendly,582,565,661,0.5,0.5,0,0,20,1600.388108623812,1501.9872652284319,0.6379415005726528,0.8,1,0.4,0,0,0.4,1.5,1.9,0,0
1999-09-09,Bermuda,Cayman Islands,3,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,662,win,Friendly,133,149,662,1,0,1,3,20,1494.0201233890314,1500,0.6320969510428789,NA,NA,NA,0,0,NA,NA,NA,0,0
1999-09-09,Dominica,St. Lucia,0,2,Friendly,FALSE,FALSE,TRUE,NA,NA,NA,1999,9,663,lose,Friendly,181,181,663,0,1,2,0,20,1500,1484.6269831695872,0.5221091230440167,NA,NA,NA,0,0,NA,NA,NA,0,0
1999-09-11,Bermuda,Cayman Islands,1,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,664,win,Friendly,133,149,664,1,0,0,1,20,1505.057214857745,1488.9629085312863,0.6611207267291007,NA,NA,NA,0,0,NA,NA,NA,0,0
1999-09-11,Zambia,Saudi Arabia,1,2,Friendly,FALSE,FALSE,TRUE,NA,NA,NA,1999,9,665,lose,Friendly,582,565,665,0,1,2,1,20,1597.629278612359,1504.7460952398849,0.630573654666469,0.75,1,0.5,0,0,0.4,1.5,2,0,0
1999-09-19,South Africa,Saudi Arabia,1,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,666,win,Friendly,591,565,666,1,0,0,1,20,1538.9397711420154,1517.3575683332142,0.6681619242421001,0.5,1.2,1,0,0,0.4,1.4,1.9,0,0
1999-09-22,Cayman Islands,Bahamas,4,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,667,win,Friendly,149,47,667,1,0,0,4,20,1482.1853230658683,1500,0.6161164530508487,NA,NA,NA,0,0,NA,NA,NA,0,0
1999-09-28,Haiti,Venezuela,3,2,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,668,win,Friendly,354,340,668,1,0,2,3,20,1485.4130023795187,1376.5870957399084,0.7688978933369607,NA,NA,NA,0,0,0.3,1,2.4,0,0
1999-09-30,Saudi Arabia,South Africa,0,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,9,669,draw,Friendly,565,591,669,0.5,0.5,0,0,20,1510.7208068180562,1545.5765326571734,0.5926667415287061,0.35,1,1.9,0,0,0.5,1.1,0.9,0,0
1999-10-05,Scotland,Bosnia-Herzegovina,1,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,670,win,Euro Qualifiers,630,442,670,1,0,0,1,40,1539.8491832670534,1438.393452565112,0.7612731842153793,0.65,1.3,1,0,0,0.25,1,1.8,0,0
1999-10-06,Greece,Albania,2,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,671,win,Euro Qualifiers,591,433,671,1,0,0,2,40,1497.3100863002444,1437.225142131132,0.7153523288719674,0.6,1.5,1,0,0,0.3,0.8,1.3,0,0
1999-10-09,Albania,Georgia,2,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,672,win,Euro Qualifiers,433,488,672,1,0,1,2,40,1420.1462818634502,1383.8059928873533,0.6867218311815485,0.4,1,1.3,0,0,0.2,1,1.9,0,0
1999-10-09,Andorra,Armenia,0,3,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,673,lose,Euro Qualifiers,177,423,673,0,1,3,0,40,1330.5856333194656,1390.3871347099723,0.5575935245590141,0,0.2,2.9,0,0,0.25,0.7,1.6,0,0
1999-10-09,Azerbaijan,Slovakia,0,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,674,lose,Euro Qualifiers,388,625,674,0,1,1,0,40,1377.3629745089668,1502.4903610865335,0.4639016997627206,0.25,1,2.6,0,0,0.6,0.8,0.8,0,0
1999-10-09,Belarus,Italy,0,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,675,draw,Euro Qualifiers,394,709,675,0.5,0.5,0,0,40,1407.6753448743982,1551.443275097493,0.4373439751397326,0.15,0.6,1.5,0,0,0.6,1.3,0.7,0,0
1999-10-09,Croatia,Serbia,2,2,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,676,draw,Euro Qualifiers,726,733,676,0.5,0.5,2,2,40,1536.5894707197995,1598.8224227690312,0.5541380834956017,0.5,1.2,1.3,0,0,0.65,1.9,1.1,0,0
1999-10-09,Czech Republic,Faroe Islands,2,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,677,win,Euro Qualifiers,771,336,677,1,0,0,2,40,1689.1258112921662,1375.2881885076354,0.9154630164829248,0.9,2.3,0.5,0,0,0.15,0.4,1.3,0,0
1999-10-09,Estonia,Bosnia-Herzegovina,1,4,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,678,lose,Euro Qualifiers,451,442,678,0,1,4,1,40,1460.5193572852513,1428.8443799337272,0.6809154656053434,0.5,1.2,1.4,0,0,0.35,1.3,1.6,0,0
1999-10-09,Finland,Northern Ireland,4,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,679,win,Euro Qualifiers,523,441,679,1,0,1,4,40,1479.5679796226013,1404.54077879587,0.7325379690871516,0.45,1.6,1.6,0,0,0.35,0.6,1.8,0,0
1999-10-09,France,Iceland,3,2,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,680,win,Euro Qualifiers,768,537,680,1,0,2,3,40,1593.7682764264841,1563.4776287755767,0.6791815879318487,0.8,1.5,0.7,0,0,0.65,1.5,0.8,0,0
1999-10-09,Germany,Turkey,0,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,681,draw,Euro Qualifiers,734,568,681,0.5,0.5,0,0,40,1587.0909038915056,1588.7846279484106,0.6378157559008955,0.65,1.9,0.9,0,0,NA,NA,NA,0,0
1999-10-09,Latvia,Norway,1,2,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,682,lose,Euro Qualifiers,483,716,682,0,1,2,1,40,1484.4048240246766,1649.0480914255027,0.40802968529863054,0.3,0.9,1.8,0,0,0.95,2.3,0.3,0,0
1999-10-09,Liechtenstein,Romania,0,3,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,683,lose,Euro Qualifiers,260,713,683,0,1,3,0,40,1341.4453144417635,1632.3946156638704,0.24989121935591244,0.2,0.2,3.2,0,0,0.75,1.9,0.6,0,0
1999-10-09,Macedonia,Ireland,1,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,684,draw,Euro Qualifiers,483,578,684,0.5,0.5,1,1,40,1439.1383801092209,1552.1824284896923,0.48123692032206855,0.35,1.5,1.8,0,0,0.65,1.6,0.7,0,0
1999-10-09,Netherlands,Brazil,2,2,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,685,draw,Friendly,664,839,685,0.5,0.5,2,2,20,1494.3208361439533,1751.8907249979525,0.2876048625115312,0.4,1.3,1.6,0,0,0.75,2.9,1.2,0,0
1999-10-09,Portugal,Hungary,3,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,686,win,Euro Qualifiers,686,538,686,1,0,0,3,40,1652.097897737854,1504.8586984897302,0.8058432209457734,0.9,3.4,0.1,0,0,0.45,1.1,0.9,0,0
1999-10-09,Russia,Ukraine,1,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,687,draw,Euro Qualifiers,639,618,687,0.5,0.5,1,1,40,1584.645315599923,1600.8785978469016,0.6182672353810065,0.8,2.2,1.1,0,0,0.7,1.1,0.3,0,0
1999-10-09,Scotland,Lithuania,3,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,688,win,Euro Qualifiers,630,540,688,1,0,0,3,40,1549.3982558984383,1448.9743452319708,0.7601920624684727,0.7,1.6,1,0,0,0.3,0.6,1.7,0,0
1999-10-09,Slovenia,Greece,0,3,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,689,lose,Euro Qualifiers,523,591,689,0,1,3,0,40,1551.5698162592507,1514.3889465679263,0.687761878380522,0.6,1.6,1.3,0,0,0.6,1.5,0.8,0,0
1999-10-09,Sweden,Poland,2,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,690,win,Euro Qualifiers,677,591,690,1,0,0,2,40,1606.8894159482415,1560.462605591702,0.699075738080586,0.8,1,0.3,0,0,0.4,0.9,1.3,0,0
1999-10-09,Wales,Switzerland,0,2,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,691,lose,Euro Qualifiers,413,530,691,0,1,2,0,40,1466.7645314617107,1518.991590269575,0.5683207576474014,NA,NA,NA,0,0,0.6,1.3,1.1,0,0
1999-10-10,Austria,Cyprus,3,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,692,win,Euro Qualifiers,616,470,692,1,0,1,3,40,1505.5797999457452,1482.4170504313888,0.6701761308575278,0.6,2.3,2.2,0,0,0.45,1.5,2.5,0,0
1999-10-10,Bulgaria,Luxembourg,3,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,693,win,Euro Qualifiers,573,271,693,1,0,0,3,40,1469.9980053657473,1337.9209774078222,0.7918219384151219,0.55,1,0.7,0,0,0.05,0.3,2.5,0,0
1999-10-10,Denmark,Iran,0,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,694,draw,Friendly,660,537,694,0.5,0.5,0,0,20,1552.835840853277,1512.2647321576644,0.6919373719582541,0.7,1.2,0.7,0,0,NA,NA,NA,0,0
1999-10-10,England,Belgium,2,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,695,win,Friendly,688,584,695,1,0,1,2,20,1568.3143703465737,1484.1191033815455,0.7427503917280659,0.7,1.8,0.6,0,0,0.3,1.5,1.6,0,0
1999-10-10,Spain,Israel,3,0,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,696,win,Euro Qualifiers,767,614,696,1,0,0,3,40,1678.0074274224153,1583.9120907480622,0.7534880285478803,0.95,4.7,0.6,0,0,0.6,2.4,0.9,0,0
1999-10-12,Hong Kong,Mauritius,4,3,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,697,win,Friendly,196,289,697,1,0,3,4,20,1497.1987000039423,1523.7724229116093,0.6041233264574695,NA,NA,NA,0,0,0.5,1.5,1.5,0,0
1999-10-12,Panama,Trinidad and Tobago,2,2,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,698,draw,Friendly,188,554,698,0.5,0.5,2,2,20,1500,1533.2020963687376,0.594962721685418,NA,NA,NA,0,0,NA,NA,NA,0,0
1999-10-12,Uruguay,Ecuador,0,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,699,draw,Friendly,553,490,699,0.5,0.5,0,0,20,1484.5543739330017,1429.107768498319,0.7098843825850493,0.55,1.4,1.5,0,0,0.35,1.2,1.5,0,0
1999-10-13,Argentina,Colombia,2,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,700,win,Friendly,713,616,700,1,0,1,2,20,1544.4609123355106,1549.548603062873,0.6332904791080617,0.5,1.4,1.4,0,0,0.45,1.9,1.7,0,0
1999-10-13,Mexico,Paraguay,0,1,Friendly,FALSE,FALSE,TRUE,NA,NA,NA,1999,10,701,lose,Friendly,709,647,701,0,1,1,0,20,1625.002003473556,1531.5516289166248,0.6313339167970695,0.7,2.1,1.4,0,0,0.6,1.3,1.1,0,0
1999-10-15,Guatemala,Paraguay,0,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,702,draw,Friendly,453,647,702,0.5,0.5,0,0,20,1437.7817312301543,1544.1783072525661,0.4907956270711977,0.25,1,1.9,0,0,0.65,1.3,0.8,0,0
1999-10-16,Tunisia,United Arab Emirates,1,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,703,win,Friendly,584,485,703,1,0,0,1,20,1544.5971115617574,1532.9673109994635,0.6553393281955816,NA,NA,NA,0,0,NA,NA,NA,0,0
1999-10-18,Hong Kong,Cambodia,4,1,Asian Cup 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,704,win,Asian Cup Qualifiers,196,104,704,1,0,1,4,40,1505.116233474793,1500,0.6468217073597449,NA,NA,NA,0,0,NA,NA,NA,0,0
1999-10-20,Mexico,Colombia,0,0,Friendly,FALSE,FALSE,TRUE,NA,NA,NA,1999,10,705,draw,Friendly,709,616,705,0.5,0.5,0,0,20,1612.3753251376147,1542.2144126450344,0.5996191964518518,0.65,1.8,1.3,0,0,0.4,1.7,1.7,0,0
1999-10-24,Cayman Islands,Jamaica,1,4,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,706,lose,Friendly,149,543,706,0,1,4,1,20,1496.5809560764615,1459.9519429632987,0.6870792808661513,NA,NA,NA,0,0,0.4,1.4,2,0,0
1999-10-24,Hong Kong,Indonesia,1,1,Asian Cup 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,707,draw,Asian Cup Qualifiers,196,374,707,0.5,0.5,1,1,40,1529.838713959611,1498.6811197632753,0.680268023880807,NA,NA,NA,0,0,NA,NA,NA,0,0
1999-10-27,Mexico,Ecuador,0,0,Friendly,FALSE,FALSE,TRUE,NA,NA,NA,1999,10,708,draw,Friendly,709,490,708,0.5,0.5,0,0,20,1610.3829412085777,1433.30545615002,0.7348440085230316,0.65,1.5,1,0,0,0.4,1.1,1.3,0,0
1999-10-30,Cambodia,Indonesia,1,5,Asian Cup 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,709,lose,Asian Cup Qualifiers,104,374,709,0,1,5,1,40,1475.2775195151821,1505.8918407185076,0.5985473575738476,NA,NA,NA,0,0,NA,NA,NA,0,0
1999-10-30,Congo DR,Congo,1,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,710,draw,Friendly,493,366,710,0.5,0.5,1,1,20,1522.4421431983444,1516.0091203608388,0.6485513861282332,NA,NA,NA,0,0,NA,NA,NA,0,0
1999-10-30,Ivory Coast,Gabon,0,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,711,lose,Friendly,530,428,711,0,1,1,0,20,1558.0917895138714,1544.8462336964292,0.6574371040723119,0.6,1.1,0.5,0,0,0.6,1.6,1.3,0,0
1999-10-31,Tunisia,Zambia,2,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,10,712,win,Friendly,584,581,712,1,0,1,2,20,1551.4903249978458,1585.0178055190297,0.5945112671981034,NA,NA,NA,0,0,0.7,1,0.6,0,0
1999-11-02,Tunisia,Zambia,0,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,11,713,draw,Friendly,597,576,713,0.5,0.5,0,0,20,1559.6000996538837,1576.9080308629918,0.6168061538189764,0.7,1.3,0.6,0,0,0.65,0.8,0.5,0,0
1999-11-07,Burkina Faso,Togo,1,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,11,714,win,Friendly,461,420,714,1,0,0,1,20,1537.5751801385181,1491.4936592939684,0.6986574338506816,0.75,1.9,1.3,0,0,0.35,1.3,1.2,0,0
1999-11-07,Cambodia,Hong Kong,0,1,Asian Cup 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,11,715,lose,Asian Cup Qualifiers,109,269,715,0,1,1,0,40,1430.3864676971436,1522.6279930043786,0.5111634870761728,NA,NA,NA,0,0,NA,NA,NA,0,0
1999-11-10,Burkina Faso,Togo,1,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,11,716,draw,Friendly,461,420,716,0.5,0.5,1,1,20,1543.6020314615046,1485.466807970982,0.7130614500447698,0.7,1.8,1.3,0,0,0.3,1,1.3,0,0
1999-11-12,Egypt,Ghana,1,2,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,11,717,lose,Friendly,560,505,717,0,1,2,1,20,1478.2834285495169,1614.0739227721756,0.4486747602637599,0.45,1.2,1.6,0,0,0.9,1.7,0.3,0,0
1999-11-13,France,Croatia,3,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,11,718,win,Friendly,770,719,718,1,0,0,3,20,1606.60101290921,1534.4239473799753,0.7293112307165877,0.8,1.7,0.7,0,0,0.4,0.9,1.4,0,0
1999-11-13,Greece,Nigeria,2,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,11,719,win,Friendly,582,434,719,1,0,0,2,20,1562.5322780545628,1543.548355690612,0.6648373560085105,0.7,1.7,0.6,0,0,NA,NA,NA,0,0
1999-11-13,Ireland,Turkey,1,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,11,720,draw,Euro Qualifiers,572,584,720,0.5,0.5,1,1,40,1551.431905302575,1594.2972581844465,0.5814901159533316,0.6,1.2,0.8,0,0,NA,NA,NA,0,0
1999-11-13,Israel,Denmark,0,5,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,11,721,lose,Euro Qualifiers,609,682,721,0,1,5,0,40,1566.6562527464139,1548.997093414112,0.6631359456155721,0.6,2.4,1.3,0,0,0.75,1.6,0.6,0,0
1999-11-13,Italy,Belgium,1,3,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,11,722,lose,Friendly,697,593,722,0,1,3,1,20,1548.9370341030822,1478.9741112161068,0.7267876935008288,0.5,1.2,1,0,0,0.35,1.8,1.7,0,0
1999-11-13,Netherlands,Czech Republic,1,1,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,11,723,draw,Friendly,656,768,723,0.5,0.5,1,1,20,1498.5687388937226,1694.1980303031908,0.3657515557423434,0.4,1.4,1.7,0,0,0.85,2.3,0.6,0,0
1999-11-13,Scotland,England,0,2,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,11,724,lose,Euro Qualifiers,617,703,724,0,1,2,0,40,1566.1848115256453,1573.4593625120124,0.6303621124011037,0.6,1.3,1,0,0,0.7,1.7,0.6,0,0
1999-11-13,Slovenia,Ukraine,2,1,Euro 2000 Qualifiers,TRUE,FALSE,FALSE,NA,NA,NA,1999,11,725,win,Euro Qualifiers,544,608,725,1,0,1,2,40,1503.4264847726142,1605.6092872621418,0.49685873603387093,0.7,1.8,1.2,0,0,0.6,1,0.5,0,0
1999-11-13,Spain,Brazil,0,0,Friendly,TRUE,FALSE,FALSE,NA,NA,NA,1999,11,726,draw,Friendly,758,838,726,0.5,0.5,0,0,20,1695.2632654240635,1747.6428222481832,0.5681053800162763,0.9,4.5,0.5,0,0,0.7,2.7,1.2,0,0
