date,team_1,team_2,team_1_goals,team_2_goals,tournament,is_team_1_home,is_team_2_home,is_neutral,team_1_betfair_odds,draw_betfair_odds,team_2_betfair_odds,year,month,team_1_fifa,team_2_fifa,match_id,avg_odds_home_win,avg_odds_draw,avg_odds_away_win
2008-09-06,Serbia,Faroe Islands,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.04,22,110,2008,9,746,7,347288,1.0222,11.7778,43.6789
2008-09-06,Seychelles,Burundi,1,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.8,3.55,2.12,2008,9,117,237,347261,3.3279,3.2429,1.9986
2008-09-06,Sierra Leone,Equatorial Guinea,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.38,3.5,3.25,2008,9,181,392,347271,2.1167,3.1889,3.0722
2008-09-06,Slovakia,Northern Ireland,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.86,3.7,4.8,2008,9,474,761,347267,1.8478,3.3306,4.135
2008-09-06,South Africa,Nigeria,0,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.68,3.05,3.15,2008,9,447,791,347264,2.4,3.12,2.7173
2008-09-06,Spain,Bosnia-Herzegovina,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.14,8.6,40,2008,9,1565,435,NA,NA,NA,NA
2008-09-06,Sudan,Chad,1,2,World Cup 2010 Qualifiers,FALSE,FALSE,TRUE,1.7,3.85,6,2008,9,333,236,347297,1.5647,3.5233,5.3393
2008-09-06,Trinidad and Tobago,Guatemala,1,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.92,3.6,4.7,2008,9,414,356,NA,NA,NA,NA
2008-09-06,Ukraine,Belarus,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.52,4.2,8.4,2008,9,799,518,347277,1.46,3.7806,7.1317
2008-09-06,United Arab Emirates,Korea DPR,1,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.46,3.45,3.15,2008,9,323,296,NA,NA,NA,NA
2008-09-06,Wales,Azerbaijan,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.34,5.1,14,2008,9,549,193,347265,1.3494,4.2722,8.975
2008-09-07,Benin,Angola,3,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.66,3.45,2.86,2008,9,349,513,347637,2.4,3.1844,2.6506
2008-09-07,Chile,Brazil,0,3,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,4.2,3.4,2.08,2008,9,654,1252,NA,NA,NA,NA
2008-09-07,Congo,Mali,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.3,3.45,2.38,2008,9,355,604,347635,2.9482,3.1591,2.1891
2008-09-07,Congo DR,Egypt,0,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.98,3.45,2.56,2008,9,461,841,NA,NA,NA,NA
2008-09-07,Lesotho,Gabon,0,3,World Cup 2010 Qualifiers,FALSE,FALSE,TRUE,7.4,4.5,1.52,2008,9,119,485,347632,6.3813,3.95,1.4169
2008-09-07,Madagascar,Botswana,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.62,3.45,2.92,2008,9,190,299,347630,2.4219,3.1563,2.625
2008-09-07,Mozambique,Ivory Coast,1,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,5.7,4.8,1.59,2008,9,351,814,347633,6.8469,3.9013,1.4131
2008-09-07,Niger,Uganda,3,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,5.3,3.75,1.79,2008,9,78,392,347638,4.6781,3.4,1.6513
2008-09-07,Zimbabwe,Guinea,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.7,3.45,2.82,2008,9,406,650,347634,2.454,3.135,2.573
2008-09-09,Paraguay,Venezuela,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.31,5.5,14,2008,9,801,496,NA,NA,NA,NA
2008-09-10,Albania,Malta,3,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.3,5.9,13,2008,9,352,209,347789,1.2994,4.7522,9.8017
2008-09-10,Andorra,Belarus,1,3,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,22,7,1.21,2008,9,33,518,347775,14.2889,5.9944,1.1761
2008-09-10,Azerbaijan,Liechtenstein,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.64,3.9,6.8,2008,9,193,225,347772,1.4722,3.8417,7.1522
2008-09-10,Bosnia-Herzegovina,Estonia,7,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.64,3.9,6.6,2008,9,435,234,NA,NA,NA,NA
2008-09-10,Brazil,Bolivia,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.06,16.5,70,2008,9,1252,443,NA,NA,NA,NA
2008-09-10,Chad,Sudan,1,3,World Cup 2010 Qualifiers,FALSE,FALSE,TRUE,3.6,3.6,2.2,2008,9,236,333,347793,3.3246000000000002,3.2346,2.02
2008-09-10,Chile,Colombia,4,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.16,3.25,4.2,2008,9,654,785,NA,NA,NA,NA
2008-09-10,Croatia,England,1,4,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.64,3.05,3.3,2008,9,1266,991,347794,2.9133,3.1278,2.8078
2008-09-10,Faroe Islands,Romania,0,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,34,10.5,1.12,2008,9,7,1007,347774,26.4722,9.375,1.0606
2008-09-10,Finland,Germany,3,3,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,5.6,3.45,1.83,2008,9,649,1329,347778,6.5235,3.6794,1.5235
2008-09-10,France,Serbia,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.58,3.95,8,2008,9,1019,746,347795,1.5406,3.6222,6.2978
2008-09-10,Guatemala,Cuba,4,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.57,3.95,8,2008,9,356,383,NA,NA,NA,NA
2008-09-10,Haiti,Costa Rica,1,3,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,5.8,3.35,1.84,2008,9,290,438,NA,NA,NA,NA
2008-09-10,Honduras,Jamaica,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.48,3.9,12,2008,9,502,339,NA,NA,NA,NA
2008-09-10,Iceland,Scotland,1,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.15,3.15,2.6,2008,9,332,976,347785,3.0861,3.1833,2.3033
2008-09-10,Italy,Georgia,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.13,9.6,38,2008,9,1339,421,347792,1.1089,7.2778,21.4144
2008-09-10,Kazakhstan,Ukraine,1,3,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,7,3.75,1.66,2008,9,270,799,347773,6.4339,3.7111,1.5167
2008-09-10,Korea DPR,Korea Republic,1,1,World Cup 2010 Qualifiers,FALSE,FALSE,TRUE,4.9,3.1,2.06,2008,9,296,558,NA,NA,NA,NA
2008-09-10,Latvia,Greece,0,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,4.2,3.2,2.16,2008,9,479,921,347781,4.8772,3.3961,1.8917
2008-09-10,Lithuania,Austria,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.54,3.3,3.2,2008,9,545,354,347786,2.4889,3.1833,2.7233
2008-09-10,Macedonia,Netherlands,1,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,7.2,4.3,1.55,2008,9,519,1295,NA,NA,NA,NA
2008-09-10,Mexico,Canada,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.25,6.4,19,2008,9,807,412,NA,NA,NA,NA
2008-09-10,Moldova,Israel,1,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,4.2,3.45,2.06,2008,9,573,874,347777,3.6239,3.2194,2.0217
2008-09-10,Montenegro,Ireland,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.25,3.05,2.64,2008,9,198,662,347776,3.2267,3.1778,2.2656
2008-09-10,New Zealand,New Caledonia,3,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.31,6.4,10.5,2008,9,316,368,347767,1.194,5.78,9.498
2008-09-10,Northern Ireland,Czech Republic,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,4.4,3.4,2.02,2008,9,761,1134,347790,4.3676,3.2824,1.8282
2008-09-10,Peru,Argentina,1,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,7.2,3.9,1.61,2008,9,438,1230,NA,NA,NA,NA
2008-09-10,Portugal,Denmark,2,3,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.62,4.1,6.6,2008,9,1120,696,347798,1.5389,3.6806,6.2944
2008-09-10,Qatar,Bahrain,1,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.08,3.4,4.2,2008,9,412,475,347796,1.9869,3.2281,3.4563
2008-09-10,Russia,Wales,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.23,6.6,21,2008,9,1013,549,347770,1.2756,4.8544,11.4306
2008-09-10,San Marino,Poland,0,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,60,25,1.04,2008,9,0,779,347787,48.875,13.0938,1.0188
2008-09-10,Slovenia,Slovakia,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.94,3.15,2.82,2008,9,415,474,347791,2.4817,3.1639,2.7306
2008-09-10,Spain,Armenia,4,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.05,18,100,2008,9,1565,358,347799,1.0628,9.1389,30.6194
2008-09-10,Suriname,El Salvador,0,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.8,3.35,2.78,2008,9,405,220,NA,NA,NA,NA
2008-09-10,Sweden,Hungary,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.47,4.5,9,2008,9,773,561,347782,1.4672,3.8333,7.1172
2008-09-10,Switzerland,Luxembourg,1,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.03,28,270,2008,9,644,145,347788,1.03,11.0118,40.9365
2008-09-10,Turkey,Belgium,1,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.55,4.3,7.4,2008,9,1033,530,347779,1.6356,3.5978,5.8039
2008-09-10,United Arab Emirates,Saudi Arabia,1,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.3,3.45,2.38,2008,9,323,573,347783,3.0006,3.1625,2.2006
2008-09-10,Uruguay,Ecuador,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.56,4.3,7.2,2008,9,817,556,347800,1.4815,3.7725,6.683
2008-09-10,USA,Trinidad and Tobago,3,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,20,7,1.22,2008,9,788,414,NA,NA,NA,NA
2008-09-10,Uzbekistan,Australia,0,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.6,3.25,2.34,2008,9,505,655,347771,3.0181,3.1938,2.205
2008-09-10,Vanuatu,Fiji,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.15,3.7,2.36,2008,9,171,185,347766,2.814,3.33,2.168
2008-09-10,Zambia,Togo,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.91,3.55,4.8,2008,9,456,420,347769,1.7833,3.3333,4.314
2008-10-11,Argentina,Uruguay,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.41,4.6,12,2008,10,1200,887,354608,1.3914,4.0818,8.1245
2008-10-11,Belgium,Armenia,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.28,5.9,15.5,2008,10,589,353,354601,1.2226,5.4065,12.0039
2008-10-11,Bolivia,Peru,3,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.67,3.6,7.4,2008,10,456,533,354606,1.7457,3.4165,4.8613
2008-10-11,Botswana,Mozambique,0,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.44,3.5,3.15,2008,10,296,355,354569,2.2406,3.1882,2.8376
2008-10-11,Bulgaria,Italy,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.45,2.94,2.6,2008,10,969,1365,354593,3.5767,3.0829,2.1296
2008-10-11,Cameroon,Mauritius,5,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.11,12.5,27,2008,10,1027,74,354570,1.0871,7.6088,16.64
2008-10-11,Colombia,Paraguay,0,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.24,3.25,3.85,2008,10,739,860,NA,NA,NA,NA
2008-10-11,Denmark,Malta,3,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.06,17,80,2008,10,760,176,354588,1.0471,10.4714,31.4557
2008-10-11,England,Kazakhstan,5,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.03,27,100,2008,10,982,247,354583,1.0476,10.55,35.7071
2008-10-11,Equatorial Guinea,South Africa,0,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.75,3.15,2.32,2008,10,284,411,354574,2.9359,3.2471,2.1606
2008-10-11,Estonia,Spain,0,3,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,34,9,1.15,2008,10,218,1643,354602,15.1487,6.263,1.1613
2008-10-11,Faroe Islands,Austria,1,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,13.5,5.7,1.31,2008,10,7,422,354575,12.2343,6.0217,1.1996
2008-10-11,Finland,Azerbaijan,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.29,5.7,16.5,2008,10,642,191,354567,1.2383,5.3043,11.5961
2008-10-11,Gabon,Libya,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.75,3.75,5.6,2008,10,481,444,354571,1.6706,3.4,4.65
2008-10-11,Georgia,Cyprus,1,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.14,3.35,4.1,2008,10,368,430,354584,2.0617,3.2508,3.4463
2008-10-11,Germany,Russia,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.75,3.85,5.4,2008,10,1336,1076,354603,1.7335,3.4196,4.6674
2008-10-11,Ghana,Lesotho,3,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.08,17,30,2008,10,839,113,354572,1.0759,7.7265,17.3229
2008-10-11,Greece,Moldova,3,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.18,8.2,22,2008,10,945,500,354595,1.1804,5.9935,13.9348
2008-10-11,Guatemala,Trinidad and Tobago,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,4.5,3.8,1.89,2008,10,394,404,NA,NA,NA,NA
2008-10-11,Haiti,El Salvador,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.3,3.4,2.4,2008,10,340,285,NA,NA,NA,NA
2008-10-11,Honduras,Canada,3,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.55,4.8,6.2,2008,10,601,415,NA,NA,NA,NA
2008-10-11,Hungary,Albania,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.74,3.55,6.4,2008,10,507,416,354587,1.6404,3.5,5.2226
2008-10-11,Ivory Coast,Madagascar,3,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.24,7.4,14.5,2008,10,779,220,354573,1.1224,6.6706,13.9353
2008-10-11,Jamaica,Mexico,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,8.6,4.1,1.52,2008,10,295,841,NA,NA,NA,NA
2008-10-11,Liberia,Algeria,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,4.8,4.1,1.78,2008,10,159,542,354581,4.6765,3.38,1.6847
2008-10-11,Luxembourg,Israel,1,3,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,13,5.5,1.32,2008,10,273,961,354596,10.9865,5.317,1.2404
2008-10-11,Malawi,Congo DR,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.36,3.6,3.2,2008,10,310,411,NA,NA,NA,NA
2008-10-11,Mali,Chad,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.23,6.8,17.5,2008,10,587,288,354589,1.2588,4.6988,9.5965
2008-10-11,Morocco,Mauritania,4,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.1,14,30,2008,10,642,178,354597,1.0947,7.4376,16.1206
2008-10-11,Namibia,Zimbabwe,4,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,4.3,3.4,2.06,2008,10,259,385,354576,3.1441,3.25,2.0659
2008-10-11,Netherlands,Iceland,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.12,11,38,2008,10,1258,345,354604,1.1323,6.7659,17.0145
2008-10-11,Nigeria,Sierra Leone,4,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.24,8.2,11.5,2008,10,818,232,354577,1.298,4.5387,8.3107
2008-10-11,Poland,Czech Republic,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.3,3.15,2.56,2008,10,763,1111,354598,2.6857,3.1261,2.567
2008-10-11,Romania,France,2,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.45,3.2,2.42,2008,10,927,1035,354600,3.0058,3.1267,2.3275
2008-10-11,San Marino,Slovakia,1,3,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,55,13.5,1.09,2008,10,0,521,354599,31.45,9.645,1.056
2008-10-11,Scotland,Norway,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.58,3.15,3.2,2008,10,820,680,354568,2.2191,3.1609,3.2548
2008-10-11,Senegal,Gambia,1,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.47,4.4,9.6,2008,10,615,389,354582,1.377,4.049,7.195
2008-10-11,Serbia,Lithuania,3,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.51,4.5,7.8,2008,10,673,706,354594,1.547,3.6543,6.1391
2008-10-11,Slovenia,Northern Ireland,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.14,3.25,4.2,2008,10,457,721,354605,1.917,3.293,4.007
2008-10-11,Sudan,Congo,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.94,3.65,4.4,2008,10,326,536,354590,1.8075,3.3042,3.9083
2008-10-11,Suriname,Costa Rica,1,4,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,7.2,4.7,1.51,2008,10,311,476,354607,6.648,4.158,1.395
2008-10-11,Sweden,Portugal,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.45,3,2.54,2008,10,794,1075,354591,3.1179,3.135,2.2754
2008-10-11,Switzerland,Latvia,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.42,5,9.4,2008,10,641,501,354580,1.4935,3.8535,6.7587
2008-10-11,Tanzania,Cape Verde,3,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.56,3.5,2.96,2008,10,307,NA,354565,2.4012,3.2029,2.6182
2008-10-11,Togo,Swaziland,6,0,World Cup 2010 Qualifiers,FALSE,FALSE,TRUE,1.46,5.1,7.4,2008,10,385,192,354579,1.5435,3.5912,5.3965
2008-10-11,Tunisia,Seychelles,5,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.11,13,28,2008,10,624,96,354578,1.1006,7.2941,15.4118
2008-10-11,Turkey,Bosnia-Herzegovina,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.48,4.7,8.2,2008,10,1021,446,NA,NA,NA,NA
2008-10-11,Ukraine,Croatia,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.76,3.2,2.94,2008,10,893,1223,354586,2.4858,3.1317,2.7713
2008-10-11,USA,Cuba,6,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.08,14,50,2008,10,861,366,NA,NA,NA,NA
2008-10-11,Wales,Liechtenstein,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.15,8.8,34,2008,10,518,227,354585,1.1317,6.913,17.1804
2008-10-12,Angola,Niger,3,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.23,7,16.5,2008,10,479,172,354920,1.1976,5.3853,11.1288
2008-10-12,Burundi,Burkina Faso,1,3,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.8,3.5,2.14,2008,10,252,502,354919,3.7588,3.2647,1.8665
2008-10-12,Ecuador,Chile,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.95,3.5,4.6,2008,10,661,714,354924,2.0404,3.2191,3.5252
2008-10-12,Egypt,Djibouti,4,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.02,42,150,2008,10,860,35,354922,1.01,11.7571,44.2143
2008-10-12,Guinea,Kenya,3,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.46,4.3,10.5,2008,10,670,433,354921,1.4376,3.7547,6.7335
2008-10-12,Uganda,Benin,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.71,3.9,5.8,2008,10,376,429,354918,1.6013,3.5375,4.8825
2008-10-12,Venezuela,Brazil,0,4,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,11,4.6,1.41,2008,10,484,1280,354923,8.0083,4.01,1.4139
2008-10-14,Bolivia,Uruguay,2,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.28,3.25,3.7,2008,10,456,887,355020,2.3687,3.2104,2.953
2008-10-14,France,Tunisia,3,1,Friendly,TRUE,FALSE,FALSE,1.44,4.6,9.4,2008,10,1035,624,355022,1.3467,4.4019,8.2524
2008-10-15,Australia,Qatar,4,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.3,5.8,14,2008,10,737,436,355071,1.2642,4.8532,9.5547
2008-10-15,Austria,Serbia,1,3,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.15,3.15,2.64,2008,10,422,673,355086,2.8378,3.1787,2.4261
2008-10-15,Belarus,England,1,3,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,9,4.5,1.48,2008,10,522,982,355087,8.493,4.2978,1.3839
2008-10-15,Belgium,Spain,1,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,7,4.1,1.6,2008,10,589,1643,355091,5.1561,3.5026,1.6713
2008-10-15,Bosnia-Herzegovina,Armenia,4,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.39,5.2,9.8,2008,10,446,353,NA,NA,NA,NA
2008-10-15,Brazil,Colombia,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.21,6.6,28,2008,10,1280,739,NA,NA,NA,NA
2008-10-15,Canada,Mexico,2,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,8.8,3.85,1.56,2008,10,415,841,NA,NA,NA,NA
2008-10-15,Chile,Argentina,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,5.6,3.9,1.72,2008,10,714,1200,NA,NA,NA,NA
2008-10-15,Costa Rica,Haiti,2,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.19,7.4,26,2008,10,476,340,NA,NA,NA,NA
2008-10-15,Croatia,Andorra,4,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.01,55,190,2008,10,1223,36,355084,1.013,14.08,52.4185
2008-10-15,Cuba,Guatemala,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,4.5,3.8,1.89,2008,10,366,394,NA,NA,NA,NA
2008-10-15,Czech Republic,Slovenia,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.44,4.7,9,2008,10,1111,457,355076,1.3857,4.2378,8.3061
2008-10-15,El Salvador,Suriname,3,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.39,5,11,2008,10,285,311,NA,NA,NA,NA
2008-10-15,Estonia,Turkey,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,9.4,4.6,1.45,2008,10,218,1021,355088,7.5943,4.047,1.4265
2008-10-15,Georgia,Bulgaria,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,5.2,3.6,1.84,2008,10,368,969,355079,4.7917,3.3735,1.7348
2008-10-15,Germany,Wales,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.22,6.8,20,2008,10,1336,518,355092,1.1626,6.4478,14.8626
2008-10-15,Greece,Switzerland,1,2,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.97,3.35,4.8,2008,10,945,641,355089,1.7961,3.3135,4.5291
2008-10-15,Iceland,Macedonia,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,2.74,3.25,2.92,2008,10,345,637,NA,NA,NA,NA
2008-10-15,Iran,Korea DPR,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.5,4.5,8.2,2008,10,619,315,NA,NA,NA,NA
2008-10-15,Ireland,Cyprus,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.35,5.7,9.8,2008,10,701,430,355093,1.3848,4.2539,8.2187
2008-10-15,Italy,Montenegro,2,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.24,6.4,19,2008,10,1365,294,355095,1.1848,6.1291,13.4135
2008-10-15,Jamaica,Honduras,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.1,3.3,2.58,2008,10,295,601,NA,NA,NA,NA
2008-10-15,Japan,Uzbekistan,1,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.25,6.6,15.5,2008,10,747,468,355072,1.2453,5.0179,9.8995
2008-10-15,Korea Republic,United Arab Emirates,4,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.45,4.6,9.2,2008,10,552,307,NA,NA,NA,NA
2008-10-15,Latvia,Israel,1,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.75,3.3,2.24,2008,10,501,961,355077,3.5739,3.1935,2.05
2008-10-15,Lithuania,Faroe Islands,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.16,8.2,32,2008,10,706,7,355078,1.1352,6.923,16.4478
2008-10-15,Luxembourg,Moldova,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,4.5,3.2,2.1,2008,10,273,500,355085,4.0405,3.3064,1.885
2008-10-15,Malta,Hungary,0,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,9.4,5.2,1.39,2008,10,176,507,355081,8.2522,4.3596,1.3678
2008-10-15,Northern Ireland,San Marino,4,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.07,16,65,2008,10,721,0,355094,1.0515,10.225,28.6425
2008-10-15,Norway,Netherlands,0,1,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,3.9,3.25,2.24,2008,10,680,1258,355080,3.8782,3.1918,1.9841
2008-10-15,Paraguay,Peru,1,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.34,5.5,11.5,2008,10,860,533,355097,1.3161,4.5043,9.7887
2008-10-15,Portugal,Albania,0,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.12,11,38,2008,10,1075,416,355096,1.1027,7.7818,20.9082
2008-10-15,Russia,Finland,3,0,World Cup 2010 Qualifiers,TRUE,FALSE,FALSE,1.35,5.4,11,2008,10,1076,642,355075,1.3161,4.6274,9.4191
